price,beds,bath,laundry,pets,housing_type,parking,hood_district
2882,1,1,(a) in-unit,(a) both,(c) multi,(b) protected,8
3840,2,2,(b) on-site,(a) both,(c) multi,(b) protected,5
3800,2,1,(b) on-site,(c) cats,(c) multi,(b) protected,9
3700,1,1,(b) on-site,(a) both,(c) multi,(b) protected,7
2600,1,1,(a) in-unit,(a) both,(c) multi,(b) protected,9
3200,2,1,(a) in-unit,(c) cats,(c) multi,(d) no parking,9
3200,2,1,(b) on-site,(d) no pets,(c) multi,(d) no parking,8
3000,2,1,(b) on-site,(d) no pets,(c) multi,(d) no parking,8
3600,2,2,(b) on-site,(a) both,(c) multi,(d) no parking,5
3300,3,3,(c) no laundry,(d) no pets,(c) multi,(d) no parking,2
3200,3,2,(a) in-unit,(d) no pets,(c) multi,(d) no parking,8
2500,1,1.5,(a) in-unit,(d) no pets,(c) multi,(d) no parking,9
2337,1,1,(b) on-site,(c) cats,(c) multi,(b) protected,9
2800,1,1,(b) on-site,(c) cats,(c) multi,(d) no parking,7
2966,2,1,(a) in-unit,(d) no pets,(c) multi,(d) no parking,9
3495,2,1,(b) on-site,(a) both,(c) multi,(b) protected,9
3980,1,1,(b) on-site,(d) no pets,(c) multi,(c) off-street,5
3150,2,1,(b) on-site,(d) no pets,(a) single,(d) no parking,9
3295,1,1,(b) on-site,(d) no pets,(c) multi,(b) protected,7
2850,2,1,(c) no laundry,(d) no pets,(c) multi,(b) protected,2
3000,1,1,(c) no laundry,(c) cats,(c) multi,(c) off-street,1
2850,1,1,(b) on-site,(d) no pets,(c) multi,(d) no parking,7
3150,1,1,(b) on-site,(d) no pets,(c) multi,(b) protected,9
3250,2,1,(c) no laundry,(d) no pets,(c) multi,(d) no parking,9
2600,1,1,(a) in-unit,(c) cats,(c) multi,(d) no parking,8
3395,1,1,(b) on-site,(d) no pets,(c) multi,(d) no parking,7
2895,1,1,(b) on-site,(a) both,(c) multi,(d) no parking,1
3995,1,1,(b) on-site,(a) both,(c) multi,(b) protected,7
3500,1,1,(b) on-site,(d) no pets,(c) multi,(c) off-street,7
2800,1,1,(a) in-unit,(d) no pets,(c) multi,(b) protected,8
2095,1,1,(c) no laundry,(a) both,(c) multi,(d) no parking,9
2390,1,1,(c) no laundry,(d) no pets,(c) multi,(d) no parking,1
3370,1,1,(b) on-site,(d) no pets,(c) multi,(b) protected,8
2850,1,1,(a) in-unit,(c) cats,(b) double,(d) no parking,4
2698,1,1,(b) on-site,(d) no pets,(c) multi,(b) protected,1
2695,1,1,(b) on-site,(d) no pets,(c) multi,(c) off-street,9
2895,1,1,(c) no laundry,(c) cats,(c) multi,(d) no parking,7
2950,2,2,(c) no laundry,(c) cats,(c) multi,(b) protected,9
3525,1,1,(a) in-unit,(a) both,(c) multi,(b) protected,6
2995,2,1,(b) on-site,(c) cats,(c) multi,(d) no parking,5
3000,1,1,(a) in-unit,(a) both,(c) multi,(b) protected,7
3500,1,1,(a) in-unit,(d) no pets,(c) multi,(b) protected,9
2650,2,1,(b) on-site,(d) no pets,(c) multi,(d) no parking,1
4050,1,1,(a) in-unit,(d) no pets,(c) multi,(a) valet,9
4295,1,1,(a) in-unit,(d) no pets,(c) multi,(d) no parking,9
3595,2,1,(b) on-site,(d) no pets,(c) multi,(b) protected,8
3000,4,1,(a) in-unit,(a) both,(c) multi,(d) no parking,8
3295,2,1,(b) on-site,(a) both,(c) multi,(b) protected,8
3250,2,1,(a) in-unit,(a) both,(c) multi,(b) protected,9
2992,1,1,(a) in-unit,(a) both,(c) multi,(b) protected,9
3500,1,1,(a) in-unit,(d) no pets,(c) multi,(a) valet,9
3650,1,1.5,(a) in-unit,(d) no pets,(c) multi,(b) protected,9
3190,2,1,(b) on-site,(c) cats,(c) multi,(d) no parking,8
2040,2,1.5,(a) in-unit,(a) both,(c) multi,(d) no parking,5
3000,1,1,(b) on-site,(d) no pets,(c) multi,(d) no parking,7
2040,2,1.5,(a) in-unit,(a) both,(c) multi,(d) no parking,5
4150,2,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,9
3990,1,1,(a) in-unit,(a) both,(c) multi,(b) protected,9
3000,1,1,(b) on-site,(d) no pets,(c) multi,(b) protected,6
2700,2,1,(c) no laundry,(d) no pets,(c) multi,(b) protected,2
3395,2,1,(b) on-site,(d) no pets,(c) multi,(d) no parking,5
3500,2,1,(a) in-unit,(d) no pets,(c) multi,(d) no parking,8
3995,1,1,(b) on-site,(d) no pets,(c) multi,(d) no parking,7
3295,1,1,(b) on-site,(c) cats,(c) multi,(b) protected,7
2594,1,1,(b) on-site,(c) cats,(c) multi,(b) protected,7
3995,1,1,(a) in-unit,(d) no pets,(c) multi,(d) no parking,5
3895,3,1,(a) in-unit,(a) both,(c) multi,(d) no parking,5
2600,1,1,(a) in-unit,(d) no pets,(c) multi,(d) no parking,5
2900,2,1,(c) no laundry,(d) no pets,(c) multi,(b) protected,6
2950,2,1,(b) on-site,(a) both,(c) multi,(b) protected,9
4202,2,2,(a) in-unit,(a) both,(c) multi,(b) protected,9
2600,1,1,(c) no laundry,(d) no pets,(c) multi,(d) no parking,7
2950,1,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,9
3588,1,1,(a) in-unit,(d) no pets,(c) multi,(a) valet,9
3404,1,1,(a) in-unit,(a) both,(c) multi,(b) protected,9
3725,1,1,(c) no laundry,(d) no pets,(c) multi,(d) no parking,9
3000,2,1,(c) no laundry,(d) no pets,(c) multi,(d) no parking,2
3995,2,1,(a) in-unit,(a) both,(c) multi,(d) no parking,9
3271,1,2,(a) in-unit,(a) both,(c) multi,(a) valet,9
2600,2,1,(b) on-site,(b) dogs,(c) multi,(c) off-street,5
3799,1,1,(a) in-unit,(a) both,(c) multi,(b) protected,9
3595,1,1,(a) in-unit,(a) both,(c) multi,(a) valet,9
3800,1,1,(a) in-unit,(b) dogs,(c) multi,(a) valet,9
2800,2,1,(b) on-site,(d) no pets,(c) multi,(b) protected,9
3099,2,2,(b) on-site,(d) no pets,(c) multi,(b) protected,6
2549,1,1,(a) in-unit,(a) both,(c) multi,(d) no parking,8
2975,2,1,(c) no laundry,(a) both,(c) multi,(d) no parking,8
3459,1,1,(a) in-unit,(d) no pets,(c) multi,(b) protected,9
3590,2,2,(b) on-site,(d) no pets,(c) multi,(b) protected,7
3416,2,2,(a) in-unit,(a) both,(c) multi,(b) protected,9
2996,2,2,(b) on-site,(a) both,(c) multi,(b) protected,8
3195,1,1,(b) on-site,(c) cats,(c) multi,(b) protected,5
3300,1,1,(b) on-site,(d) no pets,(c) multi,(d) no parking,5
3000,1,1,(b) on-site,(c) cats,(c) multi,(d) no parking,8
3700,2,1,(a) in-unit,(d) no pets,(a) single,(b) protected,2
3250,2,1,(c) no laundry,(d) no pets,(c) multi,(b) protected,5
2500,2,1,(b) on-site,(d) no pets,(b) double,(d) no parking,10
2850,2,1,(c) no laundry,(d) no pets,(c) multi,(d) no parking,8
3150,2,1,(b) on-site,(a) both,(c) multi,(d) no parking,9
3698,3,1,(b) on-site,(a) both,(c) multi,(d) no parking,9
2700,3,1,(c) no laundry,(c) cats,(c) multi,(d) no parking,9
2495,1,1,(b) on-site,(c) cats,(c) multi,(d) no parking,2
4000,2,1,(b) on-site,(a) both,(c) multi,(d) no parking,9
2695,1,1,(b) on-site,(d) no pets,(c) multi,(b) protected,1
3395,1,1,(a) in-unit,(b) dogs,(c) multi,(b) protected,8
4500,3,1,(a) in-unit,(d) no pets,(a) single,(c) off-street,7
4195,2,2,(c) no laundry,(d) no pets,(c) multi,(d) no parking,8
3450,1,1,(b) on-site,(a) both,(c) multi,(b) protected,1
3395,1,1,(a) in-unit,(d) no pets,(c) multi,(b) protected,7
3395,1,1,(a) in-unit,(d) no pets,(c) multi,(b) protected,8
3495,1,1,(b) on-site,(d) no pets,(c) multi,(c) off-street,7
3195,2,1,(b) on-site,(a) both,(c) multi,(d) no parking,2
3995,2,2,(a) in-unit,(a) both,(c) multi,(b) protected,7
4595,2,2,(b) on-site,(a) both,(c) multi,(b) protected,9
3250,1,1,(b) on-site,(d) no pets,(c) multi,(b) protected,7
3550,1,1,(a) in-unit,(a) both,(c) multi,(d) no parking,9
2595,2,1,(b) on-site,(d) no pets,(c) multi,(d) no parking,9
3250,1,2,(a) in-unit,(a) both,(c) multi,(b) protected,9
3750,2,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,9
2765,2,1.5,(c) no laundry,(d) no pets,(c) multi,(d) no parking,10
2765,2,1.5,(c) no laundry,(d) no pets,(c) multi,(d) no parking,10
3995,2,1,(a) in-unit,(a) both,(c) multi,(b) protected,9
3500,1,1,(a) in-unit,(d) no pets,(c) multi,(d) no parking,9
3695,2,2,(a) in-unit,(a) both,(c) multi,(b) protected,8
4991,2,2,(c) no laundry,(d) no pets,(c) multi,(d) no parking,9
4536,2,1,(a) in-unit,(a) both,(c) multi,(b) protected,9
3200,1,1,(a) in-unit,(d) no pets,(c) multi,(b) protected,9
3200,1,1,(a) in-unit,(b) dogs,(c) multi,(b) protected,9
3412,2,2,(a) in-unit,(a) both,(c) multi,(d) no parking,8
3300,1,1,(a) in-unit,(d) no pets,(c) multi,(b) protected,9
4500,2,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,7
3595,2,1,(c) no laundry,(c) cats,(c) multi,(d) no parking,5
3150,1,1,(b) on-site,(d) no pets,(c) multi,(b) protected,8
3378,1,1,(a) in-unit,(d) no pets,(c) multi,(a) valet,9
3550,2,2,(a) in-unit,(a) both,(c) multi,(b) protected,9
3200,1,1.5,(a) in-unit,(d) no pets,(c) multi,(b) protected,9
3099,2,2,(a) in-unit,(a) both,(c) multi,(b) protected,9
3581,2,2,(a) in-unit,(a) both,(c) multi,(b) protected,9
3312,2,2,(a) in-unit,(a) both,(c) multi,(b) protected,9
3475,1,1,(b) on-site,(a) both,(c) multi,(b) protected,9
3975,1,1,(a) in-unit,(b) dogs,(c) multi,(b) protected,8
3198,2,2,(b) on-site,(a) both,(c) multi,(b) protected,7
3700,2,2,(a) in-unit,(b) dogs,(c) multi,(b) protected,9
3295,2,1,(b) on-site,(a) both,(c) multi,(b) protected,8
3995,2,2,(a) in-unit,(a) both,(c) multi,(d) no parking,9
5650,4,2,(c) no laundry,(d) no pets,(c) multi,(d) no parking,6
2995,2,1,(b) on-site,(d) no pets,(c) multi,(d) no parking,9
4295,2,2,(a) in-unit,(a) both,(c) multi,(d) no parking,6
3884,2,2,(a) in-unit,(a) both,(c) multi,(d) no parking,9
3400,2,2,(b) on-site,(d) no pets,(c) multi,(b) protected,2
4350,2,1,(a) in-unit,(c) cats,(c) multi,(b) protected,8
3800,1,1,(a) in-unit,(d) no pets,(c) multi,(a) valet,9
3000,1,1,(b) on-site,(d) no pets,(c) multi,(b) protected,7
3900,2,2,(b) on-site,(a) both,(c) multi,(b) protected,9
3200,3,1.5,(a) in-unit,(d) no pets,(a) single,(d) no parking,10
2900,1,1,(b) on-site,(d) no pets,(c) multi,(d) no parking,1
2500,1,1,(a) in-unit,(d) no pets,(c) multi,(d) no parking,2
3300,3,1.5,(b) on-site,(d) no pets,(c) multi,(d) no parking,8
3000,1,1,(b) on-site,(d) no pets,(c) multi,(c) off-street,7
3450,2,2,(b) on-site,(d) no pets,(c) multi,(b) protected,8
2795,1,1,(b) on-site,(a) both,(c) multi,(d) no parking,8
2800,2,1,(b) on-site,(d) no pets,(c) multi,(d) no parking,7
3250,2,1,(c) no laundry,(d) no pets,(c) multi,(d) no parking,7
3450,2,2,(a) in-unit,(c) cats,(c) multi,(d) no parking,9
1700,1,1,(a) in-unit,(d) no pets,(c) multi,(d) no parking,10
2745,1,2,(a) in-unit,(a) both,(c) multi,(b) protected,9
3100,1,1,(b) on-site,(d) no pets,(c) multi,(d) no parking,7
3895,2,1,(b) on-site,(a) both,(c) multi,(d) no parking,1
3995,2,2,(b) on-site,(d) no pets,(c) multi,(b) protected,7
3995,2,1,(b) on-site,(d) no pets,(c) multi,(b) protected,7
4075,2,1,(a) in-unit,(d) no pets,(c) multi,(d) no parking,5
2800,1,1,(a) in-unit,(d) no pets,(c) multi,(b) protected,9
4350,2,1,(a) in-unit,(d) no pets,(c) multi,(b) protected,8
3300,1,1,(b) on-site,(a) both,(c) multi,(b) protected,6
4800,2,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,7
3107,1,1,(a) in-unit,(a) both,(c) multi,(b) protected,9
3000,1,1.5,(a) in-unit,(d) no pets,(c) multi,(b) protected,9
3850,2,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,9
4500,2,2,(a) in-unit,(d) no pets,(c) multi,(d) no parking,7
2685,2,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,10
2800,1,1,(a) in-unit,(d) no pets,(c) multi,(b) protected,9
2750,2,1,(a) in-unit,(c) cats,(c) multi,(b) protected,10
3300,1,1,(a) in-unit,(d) no pets,(c) multi,(b) protected,9
3500,2,2,(b) on-site,(d) no pets,(c) multi,(b) protected,2
4500,2,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,7
2945,1,1,(b) on-site,(d) no pets,(c) multi,(b) protected,7
4488,2,2,(a) in-unit,(a) both,(c) multi,(b) protected,8
4750,3,2,(a) in-unit,(a) both,(c) multi,(b) protected,9
2900,2,1,(c) no laundry,(a) both,(c) multi,(d) no parking,9
3000,2,1,(b) on-site,(a) both,(c) multi,(d) no parking,9
2950,2,2,(a) in-unit,(a) both,(c) multi,(d) no parking,3
4242,2,2,(a) in-unit,(a) both,(c) multi,(a) valet,9
2905,2,2,(a) in-unit,(a) both,(c) multi,(b) protected,10
3950,1,1,(a) in-unit,(d) no pets,(c) multi,(b) protected,8
4578,2,2,(a) in-unit,(a) both,(c) multi,(b) protected,9
3498,2,2,(b) on-site,(a) both,(c) multi,(c) off-street,5
3588,2,2,(a) in-unit,(a) both,(c) multi,(b) protected,9
4145,2,2,(a) in-unit,(a) both,(c) multi,(b) protected,8
4800,2,2,(a) in-unit,(a) both,(c) multi,(d) no parking,6
2195,1,1,(b) on-site,(d) no pets,(c) multi,(b) protected,8
3999,2,1,(a) in-unit,(d) no pets,(c) multi,(d) no parking,5
3895,2,1,(b) on-site,(d) no pets,(c) multi,(c) off-street,8
3100,2,1,(c) no laundry,(d) no pets,(c) multi,(b) protected,2
3300,2,1,(b) on-site,(d) no pets,(c) multi,(b) protected,7
3250,2,1,(b) on-site,(d) no pets,(c) multi,(d) no parking,2
4950,3,1.5,(c) no laundry,(d) no pets,(c) multi,(d) no parking,8
2900,3,1,(b) on-site,(d) no pets,(a) single,(d) no parking,3
3150,1,1,(c) no laundry,(c) cats,(c) multi,(d) no parking,8
3150,1,1,(c) no laundry,(c) cats,(c) multi,(d) no parking,8
3600,4,2,(b) on-site,(d) no pets,(c) multi,(d) no parking,5
3980,4,1.5,(a) in-unit,(a) both,(c) multi,(b) protected,9
5200,3,1,(a) in-unit,(d) no pets,(a) single,(c) off-street,7
2695,2,2,(c) no laundry,(d) no pets,(c) multi,(d) no parking,8
2695,2,2,(c) no laundry,(d) no pets,(c) multi,(d) no parking,5
2950,2,1,(b) on-site,(d) no pets,(c) multi,(d) no parking,6
3600,3,1.5,(b) on-site,(d) no pets,(c) multi,(d) no parking,1
3575,2,1,(b) on-site,(d) no pets,(c) multi,(d) no parking,8
3575,2,1,(b) on-site,(d) no pets,(c) multi,(d) no parking,8
4200,2,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,2
4100,2,1,(a) in-unit,(a) both,(c) multi,(d) no parking,5
3775,1,1,(b) on-site,(d) no pets,(c) multi,(b) protected,7
2900,2,1,(b) on-site,(d) no pets,(c) multi,(d) no parking,7
3500,2,1,(b) on-site,(d) no pets,(c) multi,(d) no parking,8
3995,2,2,(a) in-unit,(c) cats,(c) multi,(b) protected,5
3595,2,1,(b) on-site,(d) no pets,(c) multi,(d) no parking,7
2950,2,1,(a) in-unit,(d) no pets,(c) multi,(d) no parking,5
4550,2,2,(b) on-site,(a) both,(c) multi,(d) no parking,7
2595,2,1,(c) no laundry,(d) no pets,(c) multi,(d) no parking,8
3200,1,1,(b) on-site,(d) no pets,(c) multi,(d) no parking,7
3775,1,1,(b) on-site,(d) no pets,(c) multi,(d) no parking,7
4500,1,1.5,(b) on-site,(b) dogs,(c) multi,(b) protected,7
3295,2,2,(b) on-site,(d) no pets,(c) multi,(d) no parking,7
2500,1,1,(b) on-site,(c) cats,(c) multi,(d) no parking,8
3655,2,2,(a) in-unit,(a) both,(c) multi,(b) protected,9
4300,3,1,(a) in-unit,(d) no pets,(c) multi,(d) no parking,8
3450,3,1,(b) on-site,(c) cats,(c) multi,(c) off-street,8
3700,2,1,(a) in-unit,(d) no pets,(c) multi,(d) no parking,7
4275,2,1,(a) in-unit,(a) both,(c) multi,(b) protected,5
4275,2,1,(a) in-unit,(a) both,(c) multi,(b) protected,5
3395,2,1,(a) in-unit,(d) no pets,(c) multi,(d) no parking,8
4000,2,1,(a) in-unit,(a) both,(c) multi,(d) no parking,5
3650,2,2,(b) on-site,(d) no pets,(c) multi,(b) protected,7
2799,2,2,(b) on-site,(d) no pets,(c) multi,(b) protected,8
2750,2,2,(a) in-unit,(b) dogs,(c) multi,(b) protected,9
3575,2,1,(b) on-site,(d) no pets,(c) multi,(d) no parking,8
2595,1,1,(c) no laundry,(d) no pets,(c) multi,(b) protected,2
3995,3,1,(c) no laundry,(a) both,(c) multi,(d) no parking,3
3250,2,1,(b) on-site,(d) no pets,(c) multi,(d) no parking,8
4495,2,1,(b) on-site,(a) both,(c) multi,(c) off-street,7
4075,2,2,(a) in-unit,(a) both,(c) multi,(d) no parking,5
3500,2,2,(a) in-unit,(a) both,(c) multi,(b) protected,9
3650,2,1,(a) in-unit,(c) cats,(c) multi,(d) no parking,9
3728,2,2,(a) in-unit,(a) both,(c) multi,(d) no parking,9
2750,1,1.5,(a) in-unit,(a) both,(c) multi,(b) protected,9
3700,2,2,(a) in-unit,(a) both,(c) multi,(b) protected,6
5566,2,2,(a) in-unit,(a) both,(c) multi,(d) no parking,5
4500,1,1,(a) in-unit,(a) both,(c) multi,(d) no parking,7
2404,1,1,(a) in-unit,(a) both,(c) multi,(b) protected,10
3625,2,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,8
4395,2,2,(a) in-unit,(a) both,(c) multi,(d) no parking,6
3250,2,1,(b) on-site,(a) both,(c) multi,(d) no parking,8
4750,1,1,(a) in-unit,(c) cats,(c) multi,(d) no parking,7
3663,2,2,(a) in-unit,(a) both,(c) multi,(b) protected,9
4790,2,2,(a) in-unit,(a) both,(c) multi,(b) protected,9
3690,2,2,(a) in-unit,(a) both,(c) multi,(b) protected,9
3500,2,2,(a) in-unit,(a) both,(c) multi,(b) protected,6
3795,2,1,(b) on-site,(d) no pets,(c) multi,(b) protected,5
3850,2,1.5,(a) in-unit,(d) no pets,(c) multi,(b) protected,9
4800,3,3,(a) in-unit,(a) both,(c) multi,(d) no parking,9
4590,2,1,(a) in-unit,(a) both,(c) multi,(b) protected,8
3700,2,1,(b) on-site,(a) both,(c) multi,(b) protected,7
2650,1,1,(c) no laundry,(d) no pets,(c) multi,(d) no parking,9
2400,1,1,(a) in-unit,(d) no pets,(c) multi,(d) no parking,5
4100,2,1,(b) on-site,(a) both,(c) multi,(b) protected,5
4750,3,2,(a) in-unit,(a) both,(c) multi,(b) protected,6
4000,2,2,(a) in-unit,(d) no pets,(c) multi,(d) no parking,9
3734,2,2,(a) in-unit,(a) both,(c) multi,(b) protected,9
4390,2,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,9
4390,2,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,9
3995,2,2,(b) on-site,(d) no pets,(c) multi,(b) protected,8
3100,2,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,9
3595,2,1,(b) on-site,(c) cats,(c) multi,(d) no parking,5
3995,2,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,9
3363,2,2,(a) in-unit,(a) both,(c) multi,(d) no parking,9
2860,2,2,(c) no laundry,(a) both,(c) multi,(d) no parking,3
4125,2,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,9
3898,1,1,(b) on-site,(d) no pets,(c) multi,(b) protected,7
4150,1,1.5,(a) in-unit,(a) both,(c) multi,(b) protected,9
3600,2,1,(b) on-site,(a) both,(c) multi,(d) no parking,6
3400,2,1,(b) on-site,(d) no pets,(c) multi,(b) protected,9
3699,3,1,(c) no laundry,(a) both,(c) multi,(d) no parking,8
3595,3,1,(b) on-site,(d) no pets,(c) multi,(d) no parking,8
4595,3,1,(b) on-site,(d) no pets,(c) multi,(d) no parking,8
3395,2,2,(a) in-unit,(a) both,(c) multi,(b) protected,9
3700,2,1,(b) on-site,(c) cats,(c) multi,(d) no parking,8
4500,3,1.5,(a) in-unit,(d) no pets,(c) multi,(d) no parking,5
2595,2,1,(b) on-site,(d) no pets,(c) multi,(d) no parking,10
3975,2,2.5,(a) in-unit,(d) no pets,(c) multi,(d) no parking,9
4150,1,1.5,(c) no laundry,(a) both,(c) multi,(d) no parking,7
3450,2,1,(b) on-site,(d) no pets,(c) multi,(d) no parking,1
3700,2,1,(c) no laundry,(d) no pets,(a) single,(b) protected,2
3700,3,1,(c) no laundry,(d) no pets,(c) multi,(d) no parking,8
3995,1,1,(b) on-site,(a) both,(c) multi,(b) protected,8
3450,2,1,(b) on-site,(d) no pets,(c) multi,(d) no parking,7
2995,2,1,(c) no laundry,(d) no pets,(c) multi,(d) no parking,7
3600,3,1,(a) in-unit,(d) no pets,(c) multi,(d) no parking,8
2702,1,2,(b) on-site,(a) both,(c) multi,(d) no parking,9
3899,2,2,(a) in-unit,(a) both,(c) multi,(d) no parking,9
4800,2,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,7
4500,2,2,(b) on-site,(d) no pets,(c) multi,(a) valet,9
4637,3,2,(c) no laundry,(a) both,(c) multi,(b) protected,6
4675,2,1,(a) in-unit,(d) no pets,(c) multi,(b) protected,7
4068,2,2,(a) in-unit,(a) both,(c) multi,(d) no parking,9
4195,2,2,(a) in-unit,(a) both,(c) multi,(b) protected,7
3400,1,1.5,(a) in-unit,(d) no pets,(c) multi,(b) protected,9
4500,2,1,(a) in-unit,(a) both,(a) single,(b) protected,5
2427,1,1,(a) in-unit,(a) both,(c) multi,(d) no parking,10
3895,3,2,(a) in-unit,(a) both,(c) multi,(b) protected,9
4500,2,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,9
4500,4,2,(a) in-unit,(a) both,(c) multi,(d) no parking,7
5595,2,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,9
4200,3,2,(b) on-site,(a) both,(c) multi,(d) no parking,5
3395,2,2,(a) in-unit,(a) both,(c) multi,(c) off-street,9
2950,1,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,9
3900,2,2,(a) in-unit,(a) both,(c) multi,(b) protected,9
4250,2,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,9
4400,2,1,(c) no laundry,(d) no pets,(c) multi,(d) no parking,9
5500,2,2,(a) in-unit,(d) no pets,(c) multi,(a) valet,9
5000,2,2,(a) in-unit,(a) both,(c) multi,(a) valet,9
4595,2,2,(a) in-unit,(a) both,(c) multi,(b) protected,9
3799,2,2,(a) in-unit,(a) both,(c) multi,(d) no parking,8
3995,2,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,9
5200,2,2,(a) in-unit,(d) no pets,(c) multi,(a) valet,9
4499,2,2,(a) in-unit,(d) no pets,(a) single,(b) protected,2
4500,2,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,9
3795,2,2,(a) in-unit,(a) both,(c) multi,(d) no parking,9
3800,2,1,(b) on-site,(d) no pets,(c) multi,(b) protected,8
3900,3,1,(b) on-site,(d) no pets,(c) multi,(d) no parking,8
4149,3,1.5,(b) on-site,(d) no pets,(c) multi,(b) protected,2
4595,3,1,(b) on-site,(d) no pets,(c) multi,(d) no parking,8
4050,3,1.5,(a) in-unit,(c) cats,(c) multi,(d) no parking,9
4400,3,1,(b) on-site,(c) cats,(c) multi,(d) no parking,8
3550,3,1.5,(a) in-unit,(d) no pets,(c) multi,(d) no parking,8
3200,2,2,(a) in-unit,(a) both,(c) multi,(b) protected,9
4195,2,1.5,(a) in-unit,(a) both,(c) multi,(d) no parking,5
3900,3,2,(b) on-site,(d) no pets,(c) multi,(d) no parking,6
5500,1,2,(a) in-unit,(a) both,(c) multi,(b) protected,9
2995,2,1,(c) no laundry,(d) no pets,(c) multi,(d) no parking,8
3875,3,1,(a) in-unit,(d) no pets,(c) multi,(d) no parking,9
3195,2,1,(c) no laundry,(d) no pets,(c) multi,(d) no parking,8
3900,3,1,(b) on-site,(d) no pets,(c) multi,(d) no parking,8
4200,1,1,(a) in-unit,(a) both,(c) multi,(b) protected,8
4495,2,2,(a) in-unit,(a) both,(c) multi,(d) no parking,1
3500,2,1,(b) on-site,(d) no pets,(c) multi,(b) protected,9
4495,2,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,9
3200,2,1,(b) on-site,(d) no pets,(c) multi,(b) protected,1
3595,2,1,(b) on-site,(c) cats,(c) multi,(d) no parking,9
3700,2,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,9
3595,3,2,(b) on-site,(d) no pets,(c) multi,(b) protected,1
3200,2,2,(c) no laundry,(a) both,(c) multi,(b) protected,9
2589,1,1,(a) in-unit,(a) both,(c) multi,(b) protected,10
4595,2,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,9
3950,3,2,(c) no laundry,(d) no pets,(c) multi,(d) no parking,7
3395,2,2,(a) in-unit,(b) dogs,(c) multi,(b) protected,9
4750,2,2.5,(a) in-unit,(c) cats,(c) multi,(b) protected,6
4995,3,2,(a) in-unit,(b) dogs,(c) multi,(b) protected,6
5600,2,2,(a) in-unit,(d) no pets,(c) multi,(a) valet,9
5000,3,2,(b) on-site,(d) no pets,(c) multi,(b) protected,5
4100,2,1,(b) on-site,(d) no pets,(a) single,(c) off-street,9
5450,2,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,9
4500,2,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,6
3500,1,1,(a) in-unit,(a) both,(c) multi,(b) protected,8
5100,3,1,(c) no laundry,(d) no pets,(c) multi,(d) no parking,8
4500,2,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,9
5400,3,1.5,(b) on-site,(c) cats,(c) multi,(d) no parking,5
5000,2,2,(a) in-unit,(a) both,(c) multi,(b) protected,6
5495,2,1,(b) on-site,(d) no pets,(c) multi,(c) off-street,7
4600,3,2,(a) in-unit,(a) both,(c) multi,(d) no parking,9
3900,2,1.5,(a) in-unit,(a) both,(c) multi,(b) protected,9
3600,1,1.5,(a) in-unit,(d) no pets,(c) multi,(b) protected,9
4000,2,2,(a) in-unit,(d) no pets,(c) multi,(a) valet,9
7200,2,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,9
3600,3,2,(b) on-site,(d) no pets,(c) multi,(d) no parking,2
4876,2,2,(a) in-unit,(a) both,(c) multi,(b) protected,9
3869,2,2,(a) in-unit,(a) both,(c) multi,(d) no parking,9
5100,2,1,(a) in-unit,(a) both,(c) multi,(d) no parking,7
4950,3,1,(a) in-unit,(a) both,(c) multi,(d) no parking,6
3700,1,2,(a) in-unit,(d) no pets,(c) multi,(b) protected,9
4500,2,2,(b) on-site,(a) both,(c) multi,(b) protected,8
4495,2,2,(b) on-site,(c) cats,(c) multi,(b) protected,7
5000,2,2,(b) on-site,(a) both,(c) multi,(b) protected,7
4300,3,2,(a) in-unit,(a) both,(c) multi,(d) no parking,9
5850,1,1,(a) in-unit,(d) no pets,(c) multi,(b) protected,8
4099,3,1,(c) no laundry,(a) both,(c) multi,(d) no parking,5
